Frame,TopLeftCornerX,TopLeftCornerY,suc,Length,Height
1718,251.5,0.5,0,115,34
1718,368.5,76.5,0,156,122
1718,565.5,88.5,0,31,35
1718,610.5,159.5,1,23,23
1720,111.5,271.5,0,222,136
1723,130.5,47.5,0,27,33
1723,471.5,215.5,0,46,25
1723,656.5,282.5,1,44,43
1724,0.5,321.5,0,96,88
1724,648.5,210.5,1,52,61
1725,45.5,153.5,1,29,22
1727,0.5,180.5,1,24,70
1727,96.5,23.5,1,38,26
1727,145.5,0.5,0,57,40
1727,280.5,0.5,0,107,27
1727,395.5,26.5,1,149,63
1732,105.5,316.5,0,31,21
1733,185.5,142.5,0,47,25
1733,221.5,136.5,0,91,105
1735,160.5,266.5,1,56,27
1737,447.5,191.5,0,50,35
1737,592.5,218.5,0,91,27
1738,1.5,171.5,1,38,27
1738,9.5,224.5,0,49,35
1738,58.5,224.5,0,76,60
1738,109.5,211.5,1,51,37
1738,345.5,228.5,0,178,216
1740,0.5,174.5,1,49,25
1748,0.5,156.5,0,47,29
1748,48.5,76.5,0,107,90
1748,336.5,117.5,1,44,22
1748,574.5,132.5,0,43,23
1749,359.5,161.5,0,43,27
1749,653.5,69.5,0,44,23
1750,314.5,142.5,0,25,25
1752,567.5,220.5,1,36,39
1752,603.5,229.5,1,117,99
1753,77.5,127.5,1,45,35
1753,202.5,141.5,1,100,48
1753,366.5,73.5,0,73,59
1753,623.5,58.5,0,24,21
1753,644.5,67.5,0,35,22
1753,690.5,92.5,1,30,32
1754,127.5,96.5,0,32,27
1754,395.5,164.5,1,39,27
1754,450.5,165.5,0,42,42
1755,438.5,178.5,1,38,23
1756,528.5,139.5,0,26,21
1756,632.5,180.5,1,35,30
1757,0.5,52.5,0,25,33
1757,35.5,78.5,1,57,40
1757,95.5,59.5,0,42,23
1757,467.5,176.5,1,61,21
1758,112.5,74.5,0,26,22
1758,137.5,100.5,1,71,23
1758,283.5,24.5,1,34,26
1758,481.5,11.5,1,57,38
1758,603.5,99.5,1,65,34
1759,5.5,128.5,1,93,41
1759,39.5,39.5,0,57,44
1759,162.5,0.5,1,203,88
1762,75.5,125.5,0,38,53
1762,98.5,185.5,0,38,23
1762,137.5,178.5,0,41,29
1763,41.5,233.5,1,219,190
1763,282.5,263.5,0,58,25
1763,461.5,160.5,0,47,35
1763,589.5,138.5,0,57,39
1763,652.5,137.5,1,45,28
1765,31.5,253.5,0,353,225
1765,256.5,400.5,1,318,80
1765,539.5,176.5,1,108,89
1765,632.5,247.5,1,88,28
1767,216.5,138.5,1,29,21
1767,253.5,204.5,0,104,67
1767,290.5,129.5,0,25,22
1767,346.5,101.5,1,35,36
1768,436.5,0.5,0,41,24
1770,105.5,185.5,0,71,26
1770,175.5,177.5,0,57,52
1770,228.5,214.5,1,86,28
1770,324.5,249.5,0,93,33
1770,418.5,254.5,0,67,49
1770,480.5,250.5,1,136,98
1770,672.5,301.5,0,48,55
1773,447.5,87.5,0,37,24
1774,137.5,85.5,1,30,31
1774,223.5,74.5,0,38,25
1775,0.5,72.5,1,45,36
1775,3.5,141.5,0,63,37
1775,44.5,72.5,0,56,43
1775,67.5,139.5,1,76,34
1775,73.5,93.5,0,69,45
1775,162.5,68.5,0,32,21
1775,580.5,96.5,0,50,44
1776,7.5,264.5,0,38,49
1776,35.5,268.5,1,100,96
1777,280.5,8.5,1,145,33
1777,443.5,110.5,1,226,161
1777,556.5,12.5,1,45,31
1777,610.5,43.5,0,81,32
1778,158.5,112.5,0,158,66
1778,389.5,184.5,0,61,22
1778,498.5,180.5,1,51,54
1778,661.5,293.5,0,59,34
1779,197.5,256.5,1,51,52
1780,0.5,0.5,0,82,48
1780,391.5,307.5,1,113,90
1780,425.5,198.5,0,33,25
1781,0.5,290.5,1,62,90
1781,66.5,381.5,0,121,47
1781,255.5,230.5,1,150,140
1781,425.5,204.5,0,71,61
1781,497.5,240.5,1,62,22
1781,573.5,223.5,0,70,53
1782,0.5,101.5,1,26,42
1782,93.5,51.5,1,107,73
1782,424.5,73.5,1,44,36
1782,533.5,133.5,1,26,27
1782,559.5,122.5,1,80,52
1782,646.5,266.5,0,74,99
1783,519.5,263.5,1,25,25
1784,376.5,126.5,0,71,25
1784,404.5,73.5,0,29,32
1784,485.5,105.5,0,30,24
1784,653.5,179.5,1,29,35
1785,154.5,83.5,0,25,25
1785,358.5,147.5,0,31,29
1787,0.5,219.5,0,25,28
1787,268.5,230.5,1,88,22
1787,294.5,191.5,0,35,37
1788,290.5,115.5,1,44,33
1789,432.5,191.5,1,28,22
1792,222.5,43.5,1,35,24
1794,82.5,58.5,1,26,21
1794,576.5,14.5,0,104,58
1794,696.5,48.5,0,24,31
1795,0.5,134.5,1,60,79
1795,56.5,139.5,0,30,22
1795,81.5,95.5,0,274,248
1795,328.5,82.5,0,109,39
1795,344.5,165.5,1,339,213
1795,402.5,19.5,0,42,21
1795,576.5,5.5,0,36,23
1795,667.5,87.5,1,53,32
1797,599.5,370.5,0,95,47
1797,632.5,326.5,0,45,22
1798,5.5,182.5,1,24,21
1798,29.5,201.5,0,91,70
1798,56.5,176.5,1,32,27
1798,98.5,177.5,0,57,21
1798,230.5,173.5,0,24,22
1798,283.5,159.5,1,110,41
1798,295.5,208.5,0,197,86
1798,436.5,167.5,0,24,24
1798,461.5,174.5,0,33,24
1798,537.5,189.5,0,54,29
1800,130.5,53.5,1,34,28
1800,148.5,59.5,1,173,66
1800,297.5,75.5,1,103,87
1800,617.5,116.5,1,51,49
1800,687.5,116.5,0,29,27
1802,0.5,104.5,0,184,98
1803,0.5,106.5,0,36,53
1803,102.5,169.5,1,37,21
1803,128.5,202.5,0,75,47
1803,176.5,279.5,1,43,29
1803,191.5,196.5,0,58,47
1803,244.5,239.5,1,50,31
1803,344.5,245.5,0,26,27
1803,402.5,363.5,1,146,79
1804,65.5,115.5,0,28,22
1804,266.5,80.5,1,92,57
1804,323.5,116.5,0,97,33
1804,556.5,153.5,1,107,30
1806,673.5,166.5,0,23,22
1807,91.5,181.5,1,93,71
1807,304.5,17.5,1,416,422
1808,68.5,252.5,1,50,31
1808,185.5,185.5,1,25,24
1808,235.5,189.5,1,35,21
1808,329.5,117.5,0,68,71
1808,398.5,133.5,1,66,24
1808,482.5,157.5,0,49,43
1809,368.5,173.5,0,37,22
1809,437.5,150.5,0,35,23
1810,495.5,253.5,1,43,25
1810,539.5,249.5,0,83,27
1811,190.5,193.5,0,62,39
1811,249.5,181.5,0,44,47
1811,263.5,239.5,1,103,25
1811,540.5,256.5,0,106,74
1811,639.5,358.5,1,81,43
1811,679.5,270.5,1,33,39
1812,548.5,145.5,1,29,22
1812,600.5,148.5,1,37,40
1813,0.5,0.5,0,90,130
1813,85.5,0.5,0,62,34
1813,145.5,0.5,1,189,142
1813,303.5,77.5,0,417,397
1813,381.5,133.5,0,57,31
1813,386.5,100.5,0,85,49
1813,405.5,68.5,1,26,22
1813,510.5,92.5,0,58,53
1814,598.5,57.5,0,29,21
1815,0.5,192.5,1,49,73
1817,65.5,170.5,0,147,39
1817,290.5,103.5,0,43,26
1818,0.5,181.5,1,43,25
1818,149.5,91.5,0,52,27
1819,0.5,332.5,1,39,62
1819,80.5,287.5,0,42,30
1819,145.5,273.5,0,41,37
1819,218.5,275.5,1,104,60
1819,261.5,157.5,0,111,101
1819,383.5,139.5,0,79,47
1819,451.5,116.5,0,26,23
1819,475.5,118.5,0,50,26
1819,526.5,106.5,1,53,23
1819,607.5,61.5,1,46,41
1819,693.5,63.5,1,27,21
1822,337.5,52.5,1,99,31
1822,505.5,1.5,0,80,53
1823,108.5,96.5,0,74,32
1823,204.5,30.5,0,72,44
1823,391.5,21.5,1,57,33
1824,343.5,157.5,0,29,24
1825,565.5,149.5,1,151,163
1830,184.5,165.5,0,26,21
1830,346.5,99.5,1,67,33
1830,442.5,28.5,0,33,28
1832,479.5,393.5,1,75,34
1835,483.5,49.5,0,28,25
1835,581.5,124.5,1,27,30
1835,610.5,145.5,0,42,38
1835,686.5,215.5,1,34,32
1836,0.5,329.5,0,42,44
1836,422.5,192.5,1,82,79
1836,627.5,144.5,1,93,148
1836,647.5,353.5,1,30,26
1837,30.5,162.5,1,45,47
1838,0.5,396.5,1,81,84
1838,1.5,169.5,0,451,311
1838,420.5,156.5,1,68,56
1838,573.5,235.5,0,41,34
1838,644.5,257.5,0,42,41
1840,17.5,64.5,0,45,26
1840,28.5,270.5,1,588,210
1840,99.5,57.5,0,72,32
1840,210.5,49.5,0,56,32
1840,263.5,41.5,0,39,38
1840,315.5,114.5,1,99,24
1840,376.5,67.5,0,24,24
1840,394.5,76.5,1,90,52
1840,484.5,96.5,1,41,29
1840,565.5,125.5,1,49,37
1840,688.5,224.5,1,32,29
1841,283.5,126.5,0,40,42
1844,112.5,191.5,0,112,24
1844,589.5,194.5,1,24,24
1844,644.5,270.5,0,76,48
1846,29.5,336.5,0,207,128
1847,11.5,375.5,0,43,40
1847,47.5,349.5,1,53,31
1847,172.5,273.5,0,35,37
1847,183.5,252.5,0,42,44
1848,0.5,212.5,1,33,77
1848,162.5,181.5,0,73,33
1848,313.5,135.5,0,280,118
1848,568.5,205.5,1,39,31
1848,634.5,115.5,0,39,29
1851,128.5,227.5,1,108,31
1852,0.5,193.5,0,22,21
1852,23.5,121.5,0,37,41
1852,63.5,112.5,1,32,23
1854,92.5,216.5,0,36,22
1855,381.5,0.5,0,53,28
1859,0.5,226.5,0,103,53
1859,238.5,153.5,0,68,21
1859,308.5,106.5,1,52,46
1859,370.5,79.5,1,43,38
1859,556.5,76.5,1,25,26
1861,218.5,84.5,1,31,23
1861,392.5,98.5,0,42,22
1862,148.5,129.5,0,42,34
1862,163.5,107.5,0,43,32
1862,450.5,227.5,1,45,43
1863,264.5,180.5,0,30,21
1863,296.5,163.5,1,45,29
1864,0.5,124.5,0,55,44
1864,161.5,197.5,1,72,25
1864,220.5,202.5,0,52,21
1864,375.5,216.5,1,24,22
1864,525.5,274.5,0,43,37
1865,0.5,89.5,1,126,95
1865,109.5,70.5,0,254,108
1866,32.5,213.5,1,33,23
1866,139.5,197.5,0,101,31
1866,141.5,167.5,1,31,25
1866,403.5,106.5,1,57,29
1867,361.5,86.5,1,83,116
1869,128.5,93.5,1,33,25
1871,688.5,248.5,1,32,30
1872,214.5,66.5,0,34,29
1872,339.5,144.5,1,68,24
1873,90.5,117.5,0,28,23
1873,106.5,197.5,0,231,64
1874,241.5,141.5,0,31,28
1881,196.5,232.5,1,40,35
1881,315.5,178.5,0,29,31
1882,38.5,216.5,0,43,22
1884,536.5,4.5,0,43,30
1884,635.5,9.5,1,31,48
1886,386.5,18.5,0,33,32
1886,421.5,33.5,1,135,88
1886,608.5,146.5,1,85,32
1889,26.5,214.5,1,36,22
1889,180.5,140.5,1,59,23
1889,239.5,89.5,0,50,36
1889,294.5,71.5,0,34,35
1890,98.5,155.5,1,87,59
1890,272.5,222.5,0,82,32
1890,462.5,222.5,0,22,29
1890,568.5,264.5,0,68,37
1890,603.5,346.5,1,116,45
1891,159.5,58.5,0,39,35
1891,566.5,132.5,0,87,30
1892,0.5,281.5,1,90,34
1892,106.5,289.5,0,135,88
1892,141.5,231.5,0,32,28
1892,166.5,218.5,1,34,24
1892,338.5,169.5,0,66,31
1892,475.5,182.5,1,88,29
1892,621.5,268.5,0,99,146
1892,661.5,210.5,0,59,50
1893,545.5,186.5,1,63,35
1894,155.5,137.5,0,28,24
1895,228.5,162.5,0,52,22
1895,382.5,104.5,0,143,84
1897,94.5,298.5,0,23,23
1897,526.5,144.5,1,27,27
1897,616.5,120.5,1,43,31
1898,305.5,223.5,1,23,23
1899,50.5,52.5,1,66,47
1899,106.5,131.5,0,119,44
1899,156.5,88.5,0,64,21
1899,447.5,138.5,0,57,27
1899,515.5,144.5,1,39,47
1899,530.5,178.5,0,46,45
1900,127.5,82.5,1,60,21
1902,573.5,89.5,0,34,21
1903,632.5,265.5,1,29,27
1906,140.5,163.5,0,45,23
1906,180.5,147.5,1,63,22
1906,318.5,88.5,0,52,42
1906,603.5,29.5,1,43,47
1907,0.5,60.5,0,43,42
1907,0.5,0.5,1,451,367
1907,0.5,368.5,0,403,112
1907,536.5,223.5,1,50,38
1907,563.5,270.5,1,101,59
1907,635.5,246.5,1,32,35
1907,675.5,369.5,1,27,27
1907,696.5,282.5,1,24,27
1908,0.5,273.5,0,22,37
1908,29.5,243.5,1,69,39
1908,30.5,282.5,0,72,25
1908,194.5,290.5,0,92,26
1908,274.5,263.5,0,37,23
1909,37.5,0.5,1,33,21
1909,86.5,0.5,0,34,23
1911,0.5,203.5,0,220,164
1911,438.5,136.5,0,39,39
1911,560.5,174.5,1,43,36
1915,153.5,202.5,0,46,21
1915,648.5,67.5,1,71,51
1916,512.5,152.5,1,30,21
1917,0.5,385.5,1,32,21
1917,87.5,346.5,1,55,38
1917,203.5,312.5,0,44,30
1917,237.5,399.5,0,103,63
1917,326.5,335.5,1,70,24
1917,336.5,383.5,0,92,61
1917,523.5,412.5,0,197,68
1917,580.5,253.5,0,35,27
1917,645.5,248.5,1,75,32
1919,116.5,329.5,0,100,61
1919,445.5,151.5,0,26,22
1919,514.5,353.5,1,206,74
1919,528.5,109.5,0,22,24
1920,18.5,182.5,0,57,36
1920,167.5,201.5,1,62,27
1920,280.5,142.5,0,112,76
1922,37.5,171.5,1,42,26
1923,38.5,197.5,0,41,33
1924,221.5,140.5,0,23,21
1924,245.5,105.5,1,77,73
1927,178.5,20.5,0,53,60
1927,256.5,74.5,0,59,28
1928,18.5,195.5,0,32,34
1928,289.5,262.5,0,171,57
1928,607.5,185.5,1,33,25
1928,641.5,199.5,1,38,27
1930,73.5,45.5,1,49,25
1931,99.5,424.5,1,114,56
1931,194.5,393.5,0,101,86
1931,648.5,0.5,0,72,34
1931,667.5,132.5,0,53,52
1932,0.5,341.5,1,426,139
1932,9.5,211.5,0,76,43
1932,430.5,95.5,1,107,22
1933,551.5,0.5,0,92,31
1934,0.5,41.5,1,34,33
1934,19.5,17.5,0,35,22
1934,50.5,36.5,1,44,33
1934,565.5,43.5,0,61,70
1934,643.5,106.5,1,36,28
1934,699.5,166.5,0,21,27
1936,3.5,267.5,1,63,26
1936,34.5,213.5,0,21,21
1936,105.5,185.5,1,39,33
1936,157.5,178.5,1,29,27
1936,178.5,213.5,1,41,30
1937,610.5,158.5,1,110,184
1938,0.5,183.5,1,36,44
1939,593.5,223.5,0,82,24
1940,108.5,155.5,1,34,24
1940,261.5,146.5,0,64,32
1940,304.5,242.5,0,167,69
1940,574.5,143.5,0,94,61
1940,676.5,221.5,1,44,41
1941,248.5,130.5,0,65,22
1941,449.5,58.5,0,38,28
1941,529.5,58.5,0,37,23
1942,28.5,417.5,1,38,38
1942,98.5,372.5,0,48,66
1943,2.5,260.5,1,102,56
1943,324.5,172.5,1,89,54
1944,278.5,148.5,1,90,77
1945,554.5,136.5,1,109,56
1949,27.5,172.5,0,32,23
1949,151.5,41.5,0,164,144
1949,346.5,64.5,1,74,26
1949,569.5,102.5,0,101,37
1949,643.5,8.5,0,64,26
1949,671.5,108.5,0,25,24
1950,58.5,147.5,1,44,39
1950,162.5,114.5,0,28,24
1950,190.5,94.5,0,77,42
1950,248.5,71.5,1,41,29
1950,255.5,121.5,0,62,35
1950,409.5,8.5,0,90,71
1950,562.5,4.5,1,28,26
1952,168.5,208.5,0,22,21
1954,0.5,108.5,1,23,22
1954,0.5,107.5,0,94,63
1954,121.5,83.5,0,219,158
1955,140.5,118.5,1,45,33
1955,186.5,120.5,0,60,21
1956,449.5,24.5,0,271,248
1957,393.5,193.5,0,80,26
1958,146.5,111.5,0,22,25
1958,298.5,98.5,1,22,22
1960,46.5,141.5,1,79,34
1960,60.5,167.5,1,56,28
1960,569.5,0.5,1,40,21
1960,632.5,68.5,0,88,36
1961,168.5,213.5,0,34,35
1961,327.5,210.5,0,37,28
1961,357.5,164.5,1,50,28
1962,670.5,196.5,0,27,22
1963,20.5,203.5,1,277,277
1964,232.5,107.5,0,24,26
1964,564.5,108.5,1,65,69
1966,531.5,52.5,0,126,127
1968,38.5,393.5,1,75,63
1971,570.5,19.5,0,150,212
1971,648.5,237.5,1,29,61
1972,303.5,250.5,0,28,21
1972,309.5,218.5,1,98,84
1972,435.5,244.5,0,37,36
1973,144.5,134.5,1,33,26
1973,177.5,260.5,1,100,43
1973,250.5,223.5,1,83,49
1973,268.5,190.5,1,41,26
1973,337.5,266.5,1,41,22
1973,663.5,361.5,0,57,97
1975,0.5,0.5,1,32,22
1977,96.5,155.5,0,117,135
1977,520.5,279.5,0,150,34
1978,0.5,390.5,0,75,90
1978,183.5,226.5,1,151,55
1978,259.5,169.5,0,38,27
1978,335.5,210.5,0,84,21
1978,393.5,146.5,0,24,24
1978,402.5,178.5,1,130,36
1978,653.5,151.5,0,51,49
1979,104.5,271.5,1,33,28
1979,169.5,274.5,1,107,26
1982,0.5,90.5,1,71,141
1982,0.5,248.5,1,217,232
1982,218.5,337.5,0,208,143
1982,283.5,65.5,0,56,55
1982,330.5,47.5,1,71,23
1982,622.5,56.5,0,95,77
1984,51.5,257.5,0,40,30
1984,113.5,255.5,0,64,38
1984,179.5,250.5,1,37,42
1984,223.5,250.5,0,36,22
1984,253.5,262.5,0,48,26
1984,404.5,230.5,1,64,33
1984,545.5,211.5,0,58,36
1985,137.5,155.5,0,81,25
1985,338.5,61.5,1,82,75
1985,512.5,70.5,0,27,23
1985,568.5,58.5,1,36,26
1985,633.5,63.5,0,87,35
1986,93.5,326.5,0,21,27
1986,502.5,48.5,1,96,30
1988,83.5,93.5,0,32,22
1989,376.5,375.5,0,344,105
1991,0.5,227.5,0,31,37
1991,99.5,213.5,0,62,46
1991,425.5,245.5,1,79,21
1991,466.5,215.5,1,55,24
1991,567.5,194.5,1,72,48
1991,573.5,267.5,1,118,24
1991,656.5,386.5,0,64,94
1994,167.5,49.5,0,115,48
1994,336.5,75.5,0,53,32
1994,410.5,83.5,1,51,25
1994,571.5,237.5,0,131,89
1995,328.5,230.5,1,46,34
1995,627.5,51.5,0,37,34
1996,681.5,223.5,1,39,85
1998,601.5,84.5,0,38,22
2001,383.5,175.5,1,115,83
2003,36.5,0.5,0,89,32
2003,215.5,80.5,1,95,30
2003,252.5,0.5,0,51,32
2004,13.5,246.5,1,53,25
2004,79.5,157.5,0,26,31
2004,319.5,78.5,1,163,178
2005,0.5,327.5,1,33,46
2005,154.5,286.5,1,69,37
2006,355.5,227.5,1,59,21
2007,306.5,196.5,1,62,21
2009,151.5,346.5,0,48,35
2009,427.5,252.5,1,57,49
2009,694.5,159.5,0,26,49
2010,520.5,35.5,0,38,27
2011,109.5,0.5,0,34,28
2011,198.5,1.5,1,72,39
2011,271.5,29.5,0,62,21
2011,350.5,34.5,0,102,39
2011,365.5,73.5,0,87,53
2011,457.5,71.5,1,88,79
2011,572.5,105.5,0,43,31
2011,653.5,144.5,1,48,33
2011,691.5,157.5,1,29,49
2012,219.5,198.5,1,54,23
2012,602.5,171.5,1,58,22
2012,624.5,408.5,0,96,72
2013,181.5,120.5,0,47,36
2015,27.5,216.5,1,59,34
2015,81.5,192.5,0,48,39
2015,156.5,219.5,0,61,36
2015,163.5,198.5,0,30,21
2015,211.5,254.5,1,31,23
2015,505.5,268.5,0,86,22
2015,509.5,209.5,0,75,29
2015,559.5,294.5,1,91,27
2015,584.5,203.5,0,32,21
2015,632.5,255.5,0,57,23
2015,690.5,264.5,1,30,27
2019,0.5,265.5,0,53,77
2019,384.5,165.5,1,35,41
2019,611.5,156.5,0,49,26
2020,25.5,283.5,0,27,36
2020,39.5,281.5,1,35,54
2020,204.5,5.5,0,34,37
2020,216.5,40.5,0,47,46
2021,456.5,40.5,0,73,26
2021,579.5,51.5,0,32,27
2021,661.5,87.5,1,42,43
2021,684.5,79.5,1,36,33
2022,93.5,18.5,1,117,83
2022,408.5,96.5,1,22,24
2022,414.5,118.5,0,39,40
2022,538.5,187.5,0,100,34
2023,177.5,212.5,0,163,69
2023,299.5,165.5,1,107,38
2024,321.5,457.5,0,79,23
2024,447.5,364.5,1,42,30
2024,539.5,260.5,0,27,29
2024,593.5,244.5,1,58,130
2024,635.5,188.5,0,24,23
2024,649.5,218.5,1,32,47
2024,657.5,151.5,0,26,28
2025,0.5,86.5,1,46,28
2025,150.5,54.5,0,38,21
2026,277.5,3.5,1,101,31
2028,0.5,287.5,0,95,98
2028,111.5,207.5,1,41,23
2028,181.5,283.5,1,89,28
2028,299.5,239.5,1,29,22
2028,418.5,266.5,1,138,51
2030,34.5,170.5,1,28,22
2030,37.5,183.5,0,43,27
2031,142.5,148.5,1,201,199
2032,0.5,241.5,0,27,49
2032,16.5,149.5,0,28,40
2032,171.5,107.5,0,26,29
2034,0.5,152.5,1,72,46
2034,10.5,124.5,0,40,27
2034,162.5,144.5,0,43,26
2035,0.5,373.5,0,69,40
2035,107.5,420.5,1,121,60
2035,393.5,231.5,0,54,23
2035,528.5,163.5,1,60,29
2036,363.5,0.5,1,65,27
2036,628.5,0.5,1,80,57
2039,303.5,203.5,1,103,25
2039,538.5,159.5,0,60,25
2039,608.5,231.5,0,112,73
2040,19.5,153.5,1,43,32
2040,120.5,150.5,0,600,330
2040,155.5,98.5,0,110,111
2040,243.5,85.5,0,82,82
2041,463.5,70.5,1,184,83
2042,549.5,147.5,0,65,31
2043,685.5,32.5,0,21,24
2045,42.5,221.5,1,41,42
2045,152.5,210.5,0,72,40
2047,153.5,212.5,0,39,31
2048,145.5,120.5,1,126,47
2049,15.5,76.5,0,28,37
2050,0.5,46.5,1,211,144
2050,287.5,129.5,0,54,24
2050,338.5,147.5,0,38,26
2050,382.5,135.5,1,33,27
2050,389.5,142.5,0,75,57
2050,457.5,190.5,0,42,33
2050,476.5,165.5,0,30,33
2050,551.5,235.5,0,62,25
2052,9.5,141.5,1,38,23
2052,617.5,143.5,1,28,22
2053,175.5,28.5,1,60,31
2053,324.5,76.5,1,113,101
2054,506.5,173.5,0,29,21
2055,62.5,174.5,0,58,53
2055,194.5,232.5,0,286,213
2055,442.5,199.5,1,90,32
2056,196.5,113.5,0,127,45
2056,660.5,208.5,1,60,52
2057,537.5,71.5,0,44,41
2057,569.5,109.5,1,54,28
2057,587.5,49.5,0,67,55
2059,377.5,198.5,1,201,70
2059,648.5,111.5,0,40,29
2060,416.5,232.5,1,49,31
2063,0.5,138.5,0,90,63
2063,94.5,112.5,1,105,71
2063,140.5,139.5,0,245,253
2063,501.5,316.5,1,169,164
2063,540.5,145.5,1,25,27
2063,610.5,433.5,1,93,47
2065,1.5,114.5,1,32,27
2066,0.5,291.5,1,91,189
2066,428.5,23.5,0,36,30
2066,515.5,71.5,1,26,21
2068,231.5,165.5,0,87,29
2068,253.5,59.5,0,29,25
2068,256.5,143.5,0,77,22
2068,488.5,371.5,1,232,109
2068,500.5,198.5,0,86,30
2070,561.5,83.5,0,36,29
2073,177.5,0.5,0,231,187
2073,548.5,14.5,1,46,24
2073,594.5,18.5,0,47,28
2074,0.5,215.5,1,125,152
2074,24.5,111.5,1,160,150
2074,179.5,0.5,1,316,239
2074,450.5,0.5,1,111,68
2076,13.5,133.5,0,55,41
2076,631.5,196.5,0,55,27
2077,21.5,242.5,1,52,22
2077,103.5,168.5,0,38,26
2082,97.5,186.5,0,64,37
2082,266.5,206.5,0,56,39
2082,555.5,307.5,1,71,31
2084,162.5,219.5,0,200,38
2085,279.5,0.5,0,66,52
2085,699.5,174.5,1,21,30
2086,200.5,57.5,0,36,23
2086,610.5,207.5,0,22,27
2087,527.5,144.5,1,39,26
2087,643.5,100.5,0,77,40
2089,32.5,102.5,1,89,48
2090,0.5,449.5,0,58,31
2090,57.5,42.5,0,71,25
2090,127.5,44.5,1,48,25
2090,473.5,139.5,0,134,57
2090,514.5,236.5,0,205,165
2090,603.5,370.5,0,117,110
2090,660.5,204.5,0,60,159
2091,0.5,279.5,1,45,26
2091,131.5,193.5,1,41,29
2091,192.5,203.5,1,65,25
2091,205.5,154.5,1,50,43
2091,205.5,361.5,0,217,75
2091,252.5,174.5,0,76,47
2091,283.5,276.5,0,116,62
2091,284.5,158.5,1,66,25
2091,353.5,151.5,0,36,34
2091,386.5,144.5,1,41,33
2091,390.5,196.5,0,123,51
2091,410.5,126.5,1,38,37
2091,558.5,108.5,0,36,40
2092,436.5,45.5,1,41,33
2092,454.5,95.5,0,51,25
2092,593.5,121.5,1,38,35
2092,597.5,183.5,0,64,50
2092,617.5,133.5,1,65,62
2092,629.5,179.5,0,34,24
2093,101.5,324.5,1,62,54
2093,193.5,363.5,1,46,29
2093,284.5,411.5,1,76,57
2093,462.5,448.5,1,39,27
2093,489.5,434.5,1,31,23
2094,115.5,221.5,0,111,87
2095,33.5,305.5,1,32,28
2095,249.5,323.5,0,115,31
2095,361.5,333.5,0,40,23
2095,391.5,264.5,0,48,30
2096,52.5,388.5,1,42,24
2096,126.5,313.5,0,59,25
2096,274.5,233.5,0,31,27
2096,401.5,188.5,0,55,38
2097,434.5,158.5,1,41,27
2098,96.5,261.5,0,78,32
2098,291.5,98.5,1,429,381
2100,47.5,84.5,1,59,44
2100,122.5,109.5,1,26,30
2100,161.5,132.5,1,23,31
2100,380.5,236.5,0,26,23
2100,447.5,354.5,0,61,40
2102,108.5,213.5,1,100,88
2102,331.5,173.5,0,47,23
2102,428.5,107.5,0,72,52
2102,579.5,91.5,0,41,34
2102,637.5,79.5,1,37,31
2102,685.5,87.5,0,35,33
2103,44.5,187.5,0,103,29
2103,283.5,142.5,1,35,33
2103,324.5,307.5,0,219,151
2103,390.5,255.5,0,88,29
2103,502.5,226.5,1,139,96
2103,648.5,262.5,0,29,23
2103,695.5,262.5,1,25,23
2104,0.5,230.5,0,39,23
2105,0.5,56.5,0,86,110
2105,0.5,177.5,1,21,54
2105,187.5,55.5,0,48,30
2105,190.5,119.5,0,154,106
2105,341.5,99.5,0,126,122
2105,519.5,44.5,0,69,52
2105,545.5,94.5,1,74,55
2106,386.5,233.5,1,145,77
2106,595.5,458.5,1,45,22
2107,687.5,162.5,1,22,22
2110,0.5,217.5,0,33,45
2113,0.5,0.5,0,305,480
2113,246.5,132.5,0,222,348
2113,389.5,414.5,1,69,66
2113,672.5,153.5,0,38,30
2114,110.5,134.5,1,147,78
2114,225.5,133.5,0,74,28
2114,226.5,112.5,1,40,24
2114,381.5,59.5,0,54,31
2114,472.5,53.5,1,66,45
2117,125.5,0.5,0,53,21
2118,518.5,117.5,1,27,21
2119,45.5,226.5,0,53,45
2119,241.5,202.5,1,38,42
2119,506.5,219.5,0,118,30
2120,60.5,273.5,1,107,81
2120,182.5,260.5,1,52,37
2120,238.5,258.5,1,38,24
2120,540.5,195.5,1,64,23
2120,552.5,158.5,1,45,31
2121,4.5,103.5,0,33,45
2122,0.5,330.5,1,283,140
2122,591.5,251.5,0,101,87
2123,342.5,0.5,0,43,21
2123,438.5,22.5,0,30,27
2123,533.5,104.5,1,48,35
2123,598.5,201.5,0,58,36
2125,142.5,111.5,0,32,26
2129,4.5,147.5,0,167,72
2129,181.5,140.5,1,23,28
2129,277.5,148.5,0,32,41
2129,482.5,205.5,1,57,54
2129,511.5,255.5,1,63,39
2129,534.5,200.5,1,75,57
2129,617.5,298.5,1,57,35
2130,0.5,361.5,0,43,40
2130,2.5,340.5,0,32,22
2130,17.5,298.5,1,562,182
2130,270.5,277.5,0,39,28
2130,325.5,263.5,0,43,34
2130,457.5,178.5,0,117,157
2130,652.5,221.5,1,54,22
2132,316.5,151.5,0,37,32
2132,411.5,155.5,0,34,29
2132,474.5,192.5,1,57,25
2132,629.5,181.5,0,21,23
2134,656.5,2.5,0,64,114
2135,0.5,346.5,1,96,56
2136,125.5,141.5,0,35,35
2136,170.5,97.5,1,69,68
